ID WHO city,Region,iso3,Country,City/Town,"Annual mean, ug/m3",Year,Number and type of monitoring stations (PM10),note on converted PM10,"Annual mean, ug/m3",Year,Number and type of monitoring stations (PM2.5),note on converted PM2.5,Temporal coverage,for air quality,
2784,Amr HI,USA,United States of America,"Lakeview,Lake,OR",15.8835308719,2014,-,converted from PM2.5,8.6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2785,Amr HI,USA,United States of America,"Lancaster, PA",24.7487574051,2014,-,converted from PM2.5,13.4,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2786,Amr HI,USA,United States of America,"Lansing-East Lansing, MI",17.3610686274,2014,-,converted from PM2.5,9.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2787,Amr HI,USA,United States of America,"Las Vegas-Paradise, NV",14.1104855653,2014,-,converted from PM2.5,7.64,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2788,Amr HI,USA,United States of America,"Lawrenceburg, TN",15.1447619941,2014,-,converted from PM2.5,8.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2789,Amr HI,USA,United States of America,"Lawton, OK",15.1447619941,2014,-,converted from PM2.5,8.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2790,Amr HI,USA,United States of America,"Lebanon, NH-VT",11.6356098248,2014,-,converted from PM2.5,6.3,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2791,Amr HI,USA,United States of America,"Lebanon, PA",23.455911869,2014,-,converted from PM2.5,12.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2792,Amr HI,USA,United States of America,"Lewiston-Auburn, ME",13.8519164581,2014,-,converted from PM2.5,7.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2793,Amr HI,USA,United States of America,"Lexington-Fayette, KY",17.3610686274,2014,-,converted from PM2.5,9.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2794,Amr HI,USA,United States of America,"Libby,Lincoln,MT",17.176376408,2014,-,converted from PM2.5,9.3,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2795,Amr HI,USA,United States of America,"Lincoln, NE",14.2213008969,2014,-,converted from PM2.5,7.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2796,Amr HI,USA,United States of America,"Little Rock-North Little Rock-Conway, AR",18.7154782367,2014,-,converted from PM2.5,10.1333333333,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2797,Amr HI,USA,United States of America,"Logan, UT-ID",11.543263715,2014,-,converted from PM2.5,6.25,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2798,Amr HI,USA,United States of America,"Los Angeles-Long Beach-Santa Ana, CA",19.9262383419,2014,-,converted from PM2.5,10.7888888889,2014,"9 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2799,Amr HI,USA,United States of America,"Louisville/Jefferson County, KY-IN",21.1780411625,2014,-,converted from PM2.5,11.4666666667,2014,"6 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2800,Amr HI,USA,United States of America,"Lumberton, NC",15.8835308719,2014,-,converted from PM2.5,8.6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2801,Amr HI,USA,United States of America,"Lynchburg, VA",14.0366086775,2014,-,converted from PM2.5,7.6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2802,Amr HI,USA,United States of America,"Macon, GA",18.5615680538,2014,-,converted from PM2.5,10.05,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2803,Amr HI,USA,United States of America,"Madera, CA",25.8569107217,2014,-,converted from PM2.5,14,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2804,Amr HI,USA,United States of America,"Madison, WI",16.52995364,2014,-,converted from PM2.5,8.95,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2805,Amr HI,USA,United States of America,"Manchester-Nashua, NH",10.9891870567,2014,-,converted from PM2.5,5.95,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2806,Amr HI,USA,United States of America,"Manistee,Manistee,MI",11.4509176053,2014,-,converted from PM2.5,6.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2807,Amr HI,USA,United States of America,"Marshall, MN",10.896840947,2014,-,converted from PM2.5,5.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2808,Amr HI,USA,United States of America,"Marshall, TX",16.4376075302,2014,-,converted from PM2.5,8.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2809,Amr HI,USA,United States of America,"McAlester, OK",17.176376408,2014,-,converted from PM2.5,9.3,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2810,Amr HI,USA,United States of America,"McAllen-Edinburg-Mission, TX",18.2845297246,2014,-,converted from PM2.5,9.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2811,Amr HI,USA,United States of America,"Medford, OR",16.6222997497,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2812,Amr HI,USA,United States of America,"Memphis, TN-MS-AR",17.0840302983,2014,-,converted from PM2.5,9.25,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2813,Amr HI,USA,United States of America,"Mena,Polk,AR",17.3610686274,2014,-,converted from PM2.5,9.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2814,Amr HI,USA,United States of America,"Merced, CA",20.3161441385,2014,-,converted from PM2.5,11,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2815,Amr HI,USA,United States of America,"Miami-Fort Lauderdale-Pompano Beach, FL",11.4047445505,2014,-,converted from PM2.5,6.175,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2816,Amr HI,USA,United States of America,"Michigan City-La Porte, IN",18.4692219441,2014,-,converted from PM2.5,10,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2817,Amr HI,USA,United States of America,"Middlesborough, KY",16.6222997497,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2818,Amr HI,USA,United States of America,"Milwaukee-Waukesha-West Allis, WI",17.9151452858,2014,-,converted from PM2.5,9.7,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2819,Amr HI,USA,United States of America,"Minneapolis-St. Paul-Bloomington, MN-WI",14.0519996958,2014,-,converted from PM2.5,7.6083333333,2014,"12 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2820,Amr HI,USA,United States of America,"Missoula, MT",14.9600697747,2014,-,converted from PM2.5,8.1,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2821,Amr HI,USA,United States of America,"Mobile, AL",16.6222997497,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2822,Amr HI,USA,United States of America,"Modesto, CA",21.8860280037,2014,-,converted from PM2.5,11.85,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2823,Amr HI,USA,United States of America,"Montgomery, AL",17.3610686274,2014,-,converted from PM2.5,9.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2824,Amr HI,USA,United States of America,"Morgantown, WV",15.8835308719,2014,-,converted from PM2.5,8.6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2825,Amr HI,USA,United States of America,"Mount Vernon-Anacortes, WA",11.0815331664,2014,-,converted from PM2.5,6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2826,Amr HI,USA,United States of America,"Muncie, IN",19.0232986024,2014,-,converted from PM2.5,10.3,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2827,Amr HI,USA,United States of America,"Muscatine, IA",19.3465099864,2014,-,converted from PM2.5,10.475,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2828,Amr HI,USA,United States of America,"Napa, CA",22.1630663329,2014,-,converted from PM2.5,12,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2829,Amr HI,USA,United States of America,"Nashville-Davidson-Murfreesboro-Franklin, TN",18.4076578709,2014,-,converted from PM2.5,9.9666666667,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2830,Amr HI,USA,United States of America,"New Castle, IN",18.2845297246,2014,-,converted from PM2.5,9.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2831,Amr HI,USA,United States of America,"New Haven-Milford, CT",15.8835308719,2014,-,converted from PM2.5,8.6,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2832,Amr HI,USA,United States of America,"New Orleans-Metairie-Kenner, LA",14.4059931164,2014,-,converted from PM2.5,7.8,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2833,Amr HI,USA,United States of America,"New York-Northern New Jersey-Long Island, NY-NJ-PA",16.2734366685,2014,-,converted from PM2.5,8.8111111111,2014,"18 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2834,Amr HI,USA,United States of America,"Niles-Benton Harbor, MI",15.6988386525,2014,-,converted from PM2.5,8.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2835,Amr HI,USA,United States of America,"Nogales, AZ",17.9151452858,2014,-,converted from PM2.5,9.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2836,Amr HI,USA,United States of America,"Norwich-New London, CT",14.7753775553,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2837,Amr HI,USA,United States of America,"Not in a City,Burke,ND",7.3876887776,2014,-,converted from PM2.5,4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2838,Amr HI,USA,United States of America,"Not in a City,Carter,KY",14.7753775553,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2839,Amr HI,USA,United States of America,"Not in a City,Caswell,NC",18.4692219441,2014,-,converted from PM2.5,10,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2840,Amr HI,USA,United States of America,"Not in a City,Cedar,MO",14.7753775553,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2841,Amr HI,USA,United States of America,"Not in a City,Chesterfield,SC",15.6988386525,2014,-,converted from PM2.5,8.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2842,Amr HI,USA,United States of America,"Not in a City,Converse,WY",4.2479210471,2014,-,converted from PM2.5,2.3,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2843,Amr HI,USA,United States of America,"Not in a City,Custer,SD",4.4326132666,2014,-,converted from PM2.5,2.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2844,Amr HI,USA,United States of America,"Not in a City,Delaware,IA",16.6222997497,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2845,Amr HI,USA,United States of America,"Not in a City,Dunn,ND",7.941765436,2014,-,converted from PM2.5,4.3,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2846,Amr HI,USA,United States of America,"Not in a City,Essex,NY",6.4642276804,2014,-,converted from PM2.5,3.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2847,Amr HI,USA,United States of America,"Not in a City,Fergus,MT",7.941765436,2014,-,converted from PM2.5,4.3,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2848,Amr HI,USA,United States of America,"Not in a City,Hancock,ME",8.1264576554,2014,-,converted from PM2.5,4.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2849,Amr HI,USA,United States of America,"Not in a City,Jackson,NC",13.6672242386,2014,-,converted from PM2.5,7.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2850,Amr HI,USA,United States of America,"Not in a City,Jackson,SD",7.941765436,2014,-,converted from PM2.5,4.3,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2851,Amr HI,USA,United States of America,"Not in a City,Kent,MD",15.1447619941,2014,-,converted from PM2.5,8.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2852,Amr HI,USA,United States of America,"Not in a City,Lake,MN",8.1264576554,2014,-,converted from PM2.5,4.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2853,Amr HI,USA,United States of America,"Not in a City,Lemhi,ID",23.455911869,2014,-,converted from PM2.5,12.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2854,Amr HI,USA,United States of America,"Not in a City,McKenzie,ND",5.9101510221,2014,-,converted from PM2.5,3.2,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2855,Amr HI,USA,United States of America,"Not in a City,Mercer,ND",8.3111498748,2014,-,converted from PM2.5,4.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2856,Amr HI,USA,United States of America,"Not in a City,Montgomery,IA",14.2213008969,2014,-,converted from PM2.5,7.7,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2857,Amr HI,USA,United States of America,"Not in a City,Neosho,KS",17.5457608469,2014,-,converted from PM2.5,9.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2858,Amr HI,USA,United States of America,"Not in a City,Oliver,ND",8.8652265332,2014,-,converted from PM2.5,4.8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2859,Amr HI,USA,United States of America,"Not in a City,Page,VA",14.7753775553,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2860,Amr HI,USA,United States of America,"Not in a City,Phillips,MT",8.1264576554,2014,-,converted from PM2.5,4.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2861,Amr HI,USA,United States of America,"Not in a City,Powder River,MT",11.0815331664,2014,-,converted from PM2.5,6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2862,Amr HI,USA,United States of America,"Not in a City,Richland,MT",12.7437631414,2014,-,converted from PM2.5,6.9,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2863,Amr HI,USA,United States of America,"Not in a City,Rosebud,MT",10.1580720692,2014,-,converted from PM2.5,5.5,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2864,Amr HI,USA,United States of America,"Not in a City,Sublette,WY",9.9733798498,2014,-,converted from PM2.5,5.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2865,Amr HI,USA,United States of America,"Not in a City,Van Buren,IA",15.8835308719,2014,-,converted from PM2.5,8.6,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2866,Amr HI,USA,United States of America,"Ogden-Clearfield, UT",13.8519164581,2014,-,converted from PM2.5,7.5,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2867,Amr HI,USA,United States of America,"Oklahoma City, OK",17.0840302983,2014,-,converted from PM2.5,9.25,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2868,Amr HI,USA,United States of America,"Omaha-Council Bluffs, NE-IA",15.4679733782,2014,-,converted from PM2.5,8.375,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2869,Amr HI,USA,United States of America,"Orlando-Kissimmee, FL",11.8203020442,2014,-,converted from PM2.5,6.4,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
2870,Amr HI,USA,United States of America,"Owensboro, KY",20.3161441385,2014,-,converted from PM2.5,11,2014,"1 station, NA",measured data,PM10: NA, PM2.5:<75%,Environmental Protection Agency (EPA)
